sku_site,sku_catalogo,status_match,tipo_match,imagem_encontrada,produto_ja_existe_no_site,precisa_cadastrar,precisa_vincular_imagem,precisa_revisao_manual,observacao,site_name,site_catalog_type,current_image_url,catalog_image_url,catalog_files,catalog_source_labels,catalog_entries_count,catalog_safe_single_image,pdf_encontrado,fonte_validacao
AL-E16,AL-E16,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido P2 AL-E16,CAIXA_FECHADA,produto_p14_img2.jpg,/imported-product-images-clean/AL-E16.png,AL-E16.png,AL-E16,1,True,True,site+catalogo+pdf
AL-E17,AL-E17,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido P2 AL-E17,CAIXA_FECHADA,produto_p14_img3.jpg,/imported-product-images-clean/AL-E17.png,AL-E17.png,AL-E17,1,True,True,site+catalogo+pdf
AL-HDMI-10M,,grupo_d_revisao_manual,sem_match,False,True,False,False,True,SKU do site sem correspondencia segura no catalogo/imagens.,Cabo HDMI 10 METROS,UNITARIO,https://rocglobeaztnwwuhefel.supabase.co/storage/v1/object/public/images/products/1774804061047-q7l4xd.jpg,,,,0,False,False,site
AL-L50,AL-L50,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Lanterna AL-L50,CAIXA_FECHADA,produto_p5_img4.jpg,/imported-product-images-clean/AL-L50-灯.png,AL-L50-灯.png,AL-L50-灯,1,True,True,site+catalogo+pdf
AL-P9,AL-P9,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Headset AL-P9,CAIXA_FECHADA,produto_p3_img2.jpg,/imported-product-images-clean/AL-P9.png,AL-P9.png,AL-P9,1,True,True,site+catalogo+pdf
AL-T2,AL-T2,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido P2 AL-T2,CAIXA_FECHADA,produto_p13_img9.jpg,/imported-product-images-clean/AL-T2.png,AL-T2.png,AL-T2,1,True,True,site+catalogo+pdf
AL-T3,AL-T3,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido P2 AL-T3,CAIXA_FECHADA,produto_p13_img10.jpg,/imported-product-images-clean/AL-T3.png,AL-T3.png,AL-T3,1,True,True,site+catalogo+pdf
AL-U-32,,grupo_d_revisao_manual,sem_match,False,True,False,False,True,SKU do site sem correspondencia segura no catalogo/imagens.,PENDRIVE AL-U-32GB,UNITARIO,https://rocglobeaztnwwuhefel.supabase.co/storage/v1/object/public/images/products/1775072515143-t6x649.jpeg,,,,0,False,False,site
AL-X7,AL-X7,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido Silicone AL-X7,CAIXA_FECHADA,produto_p13_img3.jpg,/imported-product-images-clean/AL-X7.png,AL-X7.png,AL-X7,1,True,True,site+catalogo+pdf
AL-ZP33,AL-ZP33,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Suporte para Celular AL-ZP33,CAIXA_FECHADA,produto_p5_img8.jpg,/imported-product-images-clean/AL-ZP33.png,AL-ZP33.png,AL-ZP33,1,True,True,site+catalogo+pdf
C-052,,grupo_d_revisao_manual,sem_match,False,True,False,False,True,SKU do site sem correspondencia segura no catalogo/imagens.,Suporte TV C-052,UNITARIO,https://rocglobeaztnwwuhefel.supabase.co/storage/v1/object/public/images/products/1774804122006-tvjuzq.jpg,,,,0,False,False,site
C-231,C-231,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Suporte para TV 32-55 C-231,CAIXA_FECHADA,produto_p5_img6.jpg,/imported-product-images-clean/C-231.png,C-231.png,C-231,1,True,True,site+catalogo+pdf
C-233,C-233,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Suporte para TV 14-42 C-233,CAIXA_FECHADA,produto_p5_img7.jpg,/imported-product-images-clean/C-233.png,C-233.png,C-233,1,True,True,site+catalogo+pdf
EL-3111-5G,,grupo_d_revisao_manual,sem_match,False,True,False,False,True,SKU do site sem correspondencia segura no catalogo/imagens.,Cabo IOS 1M EL-3111-5G,UNITARIO,https://rocglobeaztnwwuhefel.supabase.co/storage/v1/object/public/images/products/1774804382616-mwg8xe.jpg,,,,0,False,False,site
EL-3111-CC,,grupo_d_revisao_manual,sem_match,False,True,False,False,True,SKU do site sem correspondencia segura no catalogo/imagens.,Cabo USB-C tipo c / tipo c,UNITARIO,https://rocglobeaztnwwuhefel.supabase.co/storage/v1/object/public/images/products/1774804427378-0pbs6y.jpg,,,,0,False,False,site
EL-3111-TY,,grupo_d_revisao_manual,sem_match,False,True,False,False,True,SKU do site sem correspondencia segura no catalogo/imagens.,Cabo USB Tipo C Eletro,UNITARIO,https://rocglobeaztnwwuhefel.supabase.co/storage/v1/object/public/images/products/1775069687823-9crgw.webp,,,,0,False,False,site
EL-3111-V8,,grupo_d_revisao_manual,sem_match,False,True,False,False,True,SKU do site sem correspondencia segura no catalogo/imagens.,Cabo V8 EL-3111-V8,UNITARIO,https://rocglobeaztnwwuhefel.supabase.co/storage/v1/object/public/images/products/1774804450588-ui4e52.jpg,,,,0,False,False,site
F-060,F-060,grupo_d_revisao_manual,exato,True,True,False,False,True,SKU identico no catalogo e no site. Catalogo tem multiplos arquivos para o mesmo SKU normalizado; nao e seguro vincular automaticamente.,Fone de Ouvido Sem Fio P2 F-060,CAIXA_FECHADA,produto_p14_img4.jpg,/imported-product-images-clean/F-060.png,F-060.png|F-060黑白.png,F-060|F-060黑白,2,False,True,site+catalogo+pdf
F-060-BW,F-060,grupo_d_revisao_manual,provavel,True,True,False,False,True,Alias provavel por variante/sufixo; exige revisao manual. Catalogo tem multiplos arquivos para o mesmo SKU normalizado; nao e seguro vincular automaticamente.,Fone P2 EMB F-060,CAIXA_FECHADA,produto_p14_img5.jpg,/imported-product-images-clean/F-060.png,F-060.png|F-060黑白.png,F-060|F-060黑白,2,False,True,site+catalogo+pdf
F-070,F-070,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido P2 F-070,CAIXA_FECHADA,produto_p14_img6.jpg,/imported-product-images-clean/F-070.png,F-070.png,F-070,1,True,True,site+catalogo+pdf
G9S,G9S,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido G9S,CAIXA_FECHADA,produto_p17_img9.jpg,/imported-product-images-clean/G9S.png,G9S.png,G9S,1,True,True,site+catalogo+pdf
I11,I11,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido i11,CAIXA_FECHADA,produto_p15_img2.jpg,/imported-product-images-clean/i11.png,i11.png,i11,2,True,True,site+catalogo+pdf
I12,I12,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido i12,CAIXA_FECHADA,produto_p15_img1.jpg,/imported-product-images-clean/i12(马卡龙).png,i12(马卡龙).png,i12(马卡龙),1,True,True,site+catalogo+pdf
I12-TWS,I12,grupo_d_revisao_manual,provavel,True,True,False,False,True,Alias provavel por variante/sufixo; exige revisao manual.,Fone de ouvido sem fio i12 branco,UNITARIO,https://rocglobeaztnwwuhefel.supabase.co/storage/v1/object/public/images/products/1775073405094-1pf8p8m.webp,/imported-product-images-clean/i12(马卡龙).png,i12(马卡龙).png,i12(马卡龙),1,True,True,site+catalogo+pdf
I7MINI,I7MINI,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido i7mini,CAIXA_FECHADA,produto_p15_img4.jpg,/imported-product-images-clean/i7mini.png,i7mini.png,i7mini,1,True,True,site+catalogo+pdf
I7S,I7S,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido i7s,CAIXA_FECHADA,produto_p15_img8.jpg,/imported-product-images-clean/i7s(马卡龙黑色).png,i7s(马卡龙黑色).png,i7s(马卡龙黑色）,1,True,True,site+catalogo+pdf
I9S,I9S,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido i9s,CAIXA_FECHADA,produto_p15_img3.jpg,/imported-product-images-clean/i9s.png,i9s.png,i9s,1,True,True,site+catalogo+pdf
J-60,,grupo_d_revisao_manual,sem_match,False,True,False,False,True,SKU do site sem correspondencia segura no catalogo/imagens.,Fone Bluetooth J-60,UNITARIO,https://rocglobeaztnwwuhefel.supabase.co/storage/v1/object/public/images/products/1774804182765-jqyv1.jpg,,,,0,False,False,site
J-60-A,J-60-A,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido J-60 A,CAIXA_FECHADA,produto_p18_img9.jpg,/imported-product-images-clean/J-60_A款.png,J-60_A款.png,J-60 A款,1,True,True,site+catalogo+pdf
J-60-AIR31,J-60-AIR31,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido J-60 AIR31,CAIXA_FECHADA,produto_p18_img7.jpg,/imported-product-images-clean/J-60(AIR31).png,J-60(AIR31).png,J-60(AIR31),1,True,True,site+catalogo+pdf
J-60-AIR39,J-60-AIR-39,grupo_b_vincular_imagem,normalizado,True,True,False,True,False,Correspondencia deterministica por alias seguro.,Fone de Ouvido J-60 AIR39,CAIXA_FECHADA,produto_p18_img8.jpg,/imported-product-images-clean/J-60(AIR_39款).png,J-60(AIR_39款).png,J-60(AIR 39款）,1,True,True,site+catalogo+pdf
J-60-D,J-60-D,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido J-60 D,CAIXA_FECHADA,produto_p18_img10.jpg,/imported-product-images-clean/J-60_D款.png,J-60_D款.png,J-60 D款,1,True,True,site+catalogo+pdf
J-60-G,J-60-G,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido J-60 G,CAIXA_FECHADA,produto_p16_img8.jpg,/imported-product-images-clean/J-60_G款.png,J-60_G款.png,J-60 G款,1,True,True,site+catalogo+pdf
J-60-L,J-60-L,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido J-60 L,CAIXA_FECHADA,produto_p19_img1.jpg,/imported-product-images-clean/J-60_L款.png,J-60_L款.png,J-60 L款,1,True,True,site+catalogo+pdf
J-60-P,J-60-P,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido J-60 P,CAIXA_FECHADA,produto_p17_img2.jpg,/imported-product-images-clean/J-60_P款.png,J-60_P款.png,J-60 P款,1,True,True,site+catalogo+pdf
J-60-R,J-60-R,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido Touch J-60 R,CAIXA_FECHADA,produto_p19_img2.jpg,/imported-product-images-clean/J-60_R款.png,J-60_R款.png,J-60 R款,1,True,True,site+catalogo+pdf
J-60-U,J-60-U,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido Gamer J-60 U,CAIXA_FECHADA,produto_p2_img5.jpg,/imported-product-images-clean/J-60_U款.png,J-60_U款.png,J-60 U款,2,True,True,site+catalogo+pdf
J-60-Y,J-60-Y,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido J-60 Y com Powerbank,CAIXA_FECHADA,produto_p17_img3.jpg,/imported-product-images-clean/J-60_Y款.png,J-60_Y款.png,J-60 Y款,1,True,True,site+catalogo+pdf
J-70-PRO-B,J-70-PRO-B,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido Esportivo J-70 PRO B,CAIXA_FECHADA,produto_p2_img9.jpg,/imported-product-images-clean/J-70_PRO_B款.png,J-70_PRO_B款.png,J-70 PRO B款,2,True,True,site+catalogo+pdf
J-70-PRO-B-2,J-70-PRO-B,grupo_d_revisao_manual,provavel,True,True,False,False,True,Alias provavel por variante/sufixo; exige revisao manual.,Fone de Ouvido Esportivo J-70 PRO B,CAIXA_FECHADA,produto_p19_img3.jpg,/imported-product-images-clean/J-70_PRO_B款.png,J-70_PRO_B款.png,J-70 PRO B款,2,True,True,site+catalogo+pdf
J-80-PRO,J-80-PRO,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido Bluetooth J-80 PRO,CAIXA_FECHADA,produto_p19_img4.jpg,/imported-product-images-clean/J-80_PRO.png,J-80_PRO.png,J-80 PRO,1,True,True,site+catalogo+pdf
J-85-PRO,J-85-PRO,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido Bluetooth J-85 PRO,CAIXA_FECHADA,https://rocglobeaztnwwuhefel.supabase.co/storage/v1/object/public/images/products/1775399393051-v5mleu.png,/imported-product-images-clean/J-85_PRO.png,J-85_PRO.png,J-85 PRO,1,True,True,site+catalogo+pdf
J-88-PRO,J-88-PRO,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido Gamer J-88 PRO,CAIXA_FECHADA,https://rocglobeaztnwwuhefel.supabase.co/storage/v1/object/public/images/products/1775399325991-pt6m7t.png,/imported-product-images-clean/J-88_PRO.png,J-88_PRO.png,J-88 PRO,1,True,True,site+catalogo+pdf
J-99-PRO,J-99-PRO,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido Bluetooth J-99 PRO,CAIXA_FECHADA,produto_p3_img1.jpg,/imported-product-images-clean/J-99_PRO.png,J-99_PRO.png,J-99 PRO,1,True,True,site+catalogo+pdf
J930,J930,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido J930,CAIXA_FECHADA,produto_p16_img3.jpg,/imported-product-images-clean/J930.png,J930.png,J930,1,True,True,site+catalogo+pdf
J940,J940,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido J940,CAIXA_FECHADA,produto_p16_img6.jpg,/imported-product-images-clean/J940.png,J940.png,J940,1,True,True,site+catalogo+pdf
JD-107,JD-107,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Rádio Bluetooth JD-107,CAIXA_FECHADA,produto_p10_img2.jpg,/imported-product-images-clean/JD-107.png,JD-107.png,JD-107,2,True,True,site+catalogo+pdf
JD-108,JD-108,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Rádio Clássico JD-108,CAIXA_FECHADA,produto_p10_img3.jpg,/imported-product-images-clean/JD-108.png,JD-108.png,JD-108,1,True,True,site+catalogo+pdf
JD-30,JD-30,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Rádio Bluetooth JD-30,CAIXA_FECHADA,produto_p11_img9.jpg,/imported-product-images-clean/JD-30.png,JD-30.png,JD-30,1,True,True,site+catalogo+pdf
JD-31,JD-31,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Rádio Bluetooth JD-31,CAIXA_FECHADA,produto_p11_img10.jpg,/imported-product-images-clean/JD-31.png,JD-31.png,JD-31,1,True,True,site+catalogo+pdf
JD-32,JD-32,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Rádio Bluetooth JD-32,CAIXA_FECHADA,produto_p12_img1.jpg,/imported-product-images-clean/JD-32.png,JD-32.png,JD-32,1,True,True,site+catalogo+pdf
JD-35,JD-35,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Rádio Bluetooth JD-35,CAIXA_FECHADA,produto_p12_img2.jpg,/imported-product-images-clean/JD-35.png,JD-35.png,JD-35,1,True,True,site+catalogo+pdf
K9-IP-2IN1,,grupo_d_revisao_manual,sem_match,False,True,False,False,True,SKU do site sem correspondencia segura no catalogo/imagens.,Microfone K9-IP-2IN1,UNITARIO,https://rocglobeaztnwwuhefel.supabase.co/storage/v1/object/public/images/products/1774804160989-idfyj.jpeg,,,,0,False,False,site
K98,K98,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido K98 com Powerbank,CAIXA_FECHADA,produto_p17_img4.jpg,/imported-product-images-clean/K98.png,K98.png,K98,1,True,True,site+catalogo+pdf
LYF-01,LYF-01,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Garrafa Térmica LYF-01,CAIXA_FECHADA,produto_p7_img3.jpg,/imported-product-images-clean/LYF-01.png,LYF-01.png,LYF-01,1,True,True,site+catalogo+pdf
LYF-02,LYF-02,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Garrafa Térmica 1250ml LYF-02,CAIXA_FECHADA,produto_p7_img4.jpg,/imported-product-images-clean/LYF-02.png,LYF-02.png,LYF-02,1,True,True,site+catalogo+pdf
LYF-03,LYF-03,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Garrafa Térmica LYF-03,CAIXA_FECHADA,produto_p7_img5.jpg,/imported-product-images-clean/LYF-03.png,LYF-03.png,LYF-03,1,True,True,site+catalogo+pdf
LYF-05,LYF-05,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Garrafa Térmica LYF-05,CAIXA_FECHADA,produto_p7_img6.jpg,/imported-product-images-clean/LYF-05.png,LYF-05.png,LYF-05,1,True,True,site+catalogo+pdf
LYF-10,LYF-10,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Garrafa Térmica 1250ml LYF-10,CAIXA_FECHADA,produto_p7_img7.jpg,/imported-product-images-clean/LYF-10.png,LYF-10.png,LYF-10,1,True,True,site+catalogo+pdf
LYF-14,LYF-14,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Garrafa Térmica 1000ml LYF-14,CAIXA_FECHADA,produto_p7_img8.jpg,/imported-product-images-clean/LYF-14.png,LYF-14.png,LYF-14,1,True,True,site+catalogo+pdf
LYF-15,LYF-15,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Garrafa Térmica 1250ml LYF-15,CAIXA_FECHADA,produto_p7_img9.jpg,/imported-product-images-clean/LYF-15.png,LYF-15.png,LYF-15,1,True,True,site+catalogo+pdf
LYF-20,LYF-20,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Garrafa Térmica 1200ml LYF-20,CAIXA_FECHADA,produto_p8_img1.jpg,/imported-product-images-clean/LYF-20.png,LYF-20.png,LYF-20,1,True,True,site+catalogo+pdf
M-10,A-607-M10,grupo_d_revisao_manual,provavel,True,True,False,False,True,Alias provavel por variante/sufixo; exige revisao manual.,FONE DE OUVIDO M10,UNITARIO,https://rocglobeaztnwwuhefel.supabase.co/storage/v1/object/public/images/products/1774802865775-z00fi5.jpg,/imported-product-images-clean/A-607(M10).png,A-607(M10).png,A-607(M10),1,True,True,site+catalogo+pdf
M-303,M-303,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Microfone M-303,CAIXA_FECHADA,produto_p4_img4.jpg,/imported-product-images-clean/M-303.png,M-303.png,M-303,1,True,True,site+catalogo+pdf
RS13,RS13,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido RS13,CAIXA_FECHADA,produto_p17_img6.jpg,/imported-product-images-clean/RS13.png,RS13.png,RS13,1,True,True,site+catalogo+pdf
RS15,RS15,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido RS15,CAIXA_FECHADA,produto_p17_img7.jpg,/imported-product-images-clean/RS15.png,RS15.png,RS15,1,True,True,site+catalogo+pdf
S20,S20,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido S20,CAIXA_FECHADA,produto_p14_img9.jpg,/imported-product-images-clean/S20.png,S20.png,S20,1,True,True,site+catalogo+pdf
S6,S6,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido Bluetooth S6,CAIXA_FECHADA,produto_p13_img2.jpg,/imported-product-images-clean/S6蓝牙耳机.png,S6蓝牙耳机.png,S6蓝牙耳机,1,True,True,site+catalogo+pdf
U60,U60,grupo_b_vincular_imagem,exato,True,True,False,True,False,SKU identico no catalogo e no site.,Fone de Ouvido U60,CAIXA_FECHADA,produto_p16_img4.jpg,/imported-product-images-clean/U60.png,U60.png,U60,1,True,True,site+catalogo+pdf
,AJ-3452,grupo_c_cadastrar,sem_match,True,False,True,False,False,SKU do catalogo nao encontrado no site publico.,,,,/imported-product-images-clean/AJ-3452.png,AJ-3452.png,AJ-3452,1,True,True,catalogo+pdf
,AJ-3453,grupo_c_cadastrar,sem_match,True,False,True,False,False,SKU do catalogo nao encontrado no site publico.,,,,/imported-product-images-clean/AJ-3453.png,AJ-3453.png,AJ-3453,1,True,True,catalogo+pdf
,AL-1010,grupo_c_cadastrar,sem_match,True,False,True,False,False,SKU do catalogo nao encontrado no site publico.,,,,/imported-product-images-clean/AL-1010.png,AL-1010.png,AL-1010,1,True,True,catalogo+pdf
,AL-2659,grupo_c_cadastrar,sem_match,True,False,True,False,False,SKU do catalogo nao encontrado no site publico.,,,,/imported-product-images-clean/AL-2659.png,AL-2659.png,AL-2659,1,True,True,catalogo+pdf
,AL-A155,grupo_c_cadastrar,sem_match,True,False,True,False,False,SKU do catalogo nao encontrado no site publico.,,,,/imported-product-images-clean/AL-A155.png,AL-A155.png,AL-A155,1,True,True,catalogo+pdf
,AL-A230,grupo_c_cadastrar,sem_match,True,False,True,False,False,SKU do catalogo nao encontrado no site publico.,,,,/imported-product-images-clean/AL-A230.png,AL-A230.png,AL-A230,1,True,True,catalogo+pdf
,AL-C223,grupo_c_cadastrar,sem_match,True,False,True,False,False,SKU do catalogo nao encontrado no site publico.,,,,/imported-product-images-clean/AL-C223.png,AL-C223.png,AL-C223,1,True,True,catalogo+pdf
,AL-D890,grupo_c_cadastrar,sem_match,True,False,True,False,False,SKU do catalogo nao encontrado no site publico.,,,,/imported-product-images-clean/AL-D890_C款.png,AL-D890_C款.png,AL-D890 C款,1,True,True,catalogo+pdf
,AL-S380,grupo_c_cadastrar,sem_match,True,False,True,False,False,SKU do catalogo nao encontrado no site publico.,,,,/imported-product-images-clean/AL-S380.png,AL-S380.png,AL-S380,1,True,True,catalogo+pdf
,AU-4U,grupo_c_cadastrar,sem_match,True,False,True,False,False,SKU do catalogo nao encontrado no site publico.,,,,/imported-product-images-clean/AU-4U.png,AU-4U.png,AU-4U,1,True,True,catalogo+pdf
,PN-951,grupo_c_cadastrar,sem_match,True,False,True,False,False,SKU do catalogo nao encontrado no site publico.,,,,/imported-product-images-clean/PN-951.png,PN-951.png,PN-951,1,True,True,catalogo+pdf
,PN-952,grupo_c_cadastrar,sem_match,True,False,True,False,False,SKU do catalogo nao encontrado no site publico.,,,,/imported-product-images-clean/PN-952.png,PN-952.png,PN-952,1,True,True,catalogo+pdf
,T10,grupo_c_cadastrar,sem_match,True,False,True,False,False,SKU do catalogo nao encontrado no site publico.,,,,/imported-product-images-clean/T10.png,T10.png,T10,1,True,True,catalogo+pdf
,T11,grupo_c_cadastrar,sem_match,True,False,True,False,False,SKU do catalogo nao encontrado no site publico.,,,,/imported-product-images-clean/T11.png,T11.png,T11,1,True,True,catalogo+pdf
,TX04,grupo_c_cadastrar,sem_match,True,False,True,False,False,SKU do catalogo nao encontrado no site publico.,,,,/imported-product-images-clean/TX04.png,TX04.png,TX04,1,True,True,catalogo+pdf
,ZQ-01,grupo_c_cadastrar,sem_match,True,False,True,False,False,SKU do catalogo nao encontrado no site publico.,,,,/imported-product-images-clean/ZQ-01.png,ZQ-01.png,ZQ-01,1,True,True,catalogo+pdf
